Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,BranchName,DealerName,Product_Name
BR0025,DLR0003,Hyu-M447,45692,2,DT00881,31,5,2019,Pontiac Motors,Deccan Motors,Hyundai
BR0052,DLR0006,Jee-M97,111890,2,DT01068,4,12,2019,AC Cars Motors,Fiat do Brasil Motors,Jeep
BR0059,DLR0050,Cad-M436,66545,1,DT00679,10,11,2018,PGO Motors,Wiesmann Motors,Cadillac
BR0051,DLR0011,For-M403,124570,5,DT01451,21,12,2020,Subaru Motors,Facel Vega Motors,Ford
BR0008,DLR0024,Nis-M268,46930,2,DT00504,19,5,2018,Piaggio Motors,AC Cars Motors,Nissan
BR0036,DLR0072,Cad-M476,68803,1,DT00508,23,5,2018,Peugeot Motors,Elva Motors,Cadillac
BR0042,DLR0060,Tat-M393,34208,2,DT00567,21,7,2018,Deccan Motors,Ferrari Motors,Tata
BR0002,DLR0007,Ren-M454,109972,4,DT00468,13,4,2018,Saab Motors,Subaru Motors,Renault
BR0003,DLR0027,Hyu-M387,184440,5,DT00848,28,4,2019,Plymouth Motors,Wiesmann Motors,Hyundai
BR0028,DLR0001,Aud-M486,53485,1,DT00040,9,2,2017,Subaru Motors,Subaru Motors,Audi
BR0032,DLR0048,Nis-M8,152470,5,DT01015,12,10,2019,Subaru Motors,Facel Vega Motors,Nissan
BR0032,DLR0009,Tes-M260,295005,3,DT00613,5,9,2018,Subaru Motors,Elva Motors,Tesla
BR0045,DLR0021,Mar-M375,13267,1,DT00814,25,3,2019,Elva Motors,Elva Motors,Maruti
BR0004,DLR0028,Che-M269,78038,2,DT00670,1,11,2018,Peugeot Motors,AC Cars Motors,Chevrolet
BR0055,DLR0027,For-M223,154776,3,DT01126,31,1,2020,Plymouth Motors,Wiesmann Motors,Ford
BR0025,DLR0020,Tat-M353,111744,4,DT00131,11,5,2017,Pontiac Motors,Ferrari Motors,Tata
BR0035,DLR0061,Ren-M154,85225,5,DT00930,19,7,2019,Piaggio Motors,Fiat do Brasil Motors,Renault
BR0006,DLR0060,Mah-M372,46612,2,DT00265,22,9,2017,Elva Motors,Ferrari Motors,Mahindra
BR0047,DLR0073,Mar-M395,39758,2,DT01401,1,11,2020,Deccan Motors,Wiesmann Motors,Maruti
BR0022,DLR0003,Cad-M216,115066,2,DT00725,26,12,2018,AC Cars Motors,Deccan Motors,Cadillac
BR0048,DLR0021,Cad-M476,137606,2,DT00588,11,8,2018,Saab Motors,Elva Motors,Cadillac
BR0033,DLR0035,Nis-M248,47554,2,DT00156,5,6,2017,Peugeot Motors,Elva Motors,Nissan
BR0047,DLR0058,Toy-M41,111246,3,DT00546,30,6,2018,Deccan Motors,Elva Motors,Toyota
BR0005,DLR0011,Toy-M441,43714,1,DT01099,4,1,2020,Piaggio Motors,Facel Vega Motors,Toyota
BR0035,DLR0033,Kia-M271,78933,3,DT00862,12,5,2019,Piaggio Motors,Saab Motors,Kia
BR0002,DLR0040,Toy-M381,55086,2,DT00724,25,12,2018,Saab Motors,Facel Vega Motors,Toyota
BR0020,DLR0001,Cad-M156,59373,1,DT00248,5,9,2017,Deccan Motors,Subaru Motors,Cadillac
BR0004,DLR0058,Hyu-M247,83721,3,DT00968,26,8,2019,Peugeot Motors,Elva Motors,Hyundai
BR0035,DLR0057,Kia-M191,90950,5,DT00143,23,5,2017,Piaggio Motors,Fiat do Brasil Motors,Kia
BR0014,DLR0076,Hon-M302,112520,4,DT00949,7,8,2019,Subaru Motors,Fiat do Brasil Motors,Honda
BR0035,DLR0077,Sub-M39,25636,1,DT01425,25,11,2020,Piaggio Motors,Ferrari Motors,Subaru
BR0033,DLR0006,Vol-M210,73227,3,DT01231,15,5,2020,Peugeot Motors,Fiat do Brasil Motors,Volkswagen
BR0027,DLR0046,Sub-M219,89403,3,DT01275,28,6,2020,Elva Motors,Saab Motors,Subaru
BR0053,DLR0072,Hon-M142,165180,4,DT00550,4,7,2018,Saab Motors,Elva Motors,Honda
BR0030,DLR0078,Mar-M35,49755,3,DT00702,3,12,2018,Saab Motors,Saab Motors,Maruti
BR0040,DLR0014,Che-M369,31817,1,DT00596,19,8,2018,Saab Motors,Saab Motors,Chevrolet
BR0019,DLR0051,Hon-M102,29208,1,DT00154,3,6,2017,PGO Motors,AC Cars Motors,Honda
BR0009,DLR0028,Aud-M426,178092,3,DT00899,18,6,2019,Plymouth Motors,AC Cars Motors,Audi
BR0059,DLR0019,Tat-M173,19683,1,DT00980,7,9,2019,PGO Motors,AC Cars Motors,Tata
BR0036,DLR0040,Tes-M500,273415,5,DT00943,1,8,2019,Peugeot Motors,Facel Vega Motors,Tesla
BR0033,DLR0052,Aud-M286,39081,1,DT00465,10,4,2018,Peugeot Motors,Wiesmann Motors,Audi
BR0053,DLR0059,Hon-M142,123885,3,DT00089,30,3,2017,Saab Motors,Elva Motors,Honda
BR0004,DLR0068,Hon-M222,25986,1,DT00334,30,11,2017,Peugeot Motors,Saab Motors,Honda
BR0041,DLR0041,BMW-M264,159468,2,DT00988,15,9,2019,Pontiac Motors,Deccan Motors,BMW
BR0049,DLR0048,Mar-M255,65620,5,DT01151,25,2,2020,Piaggio Motors,Facel Vega Motors,Maruti
BR0046,DLR0050,Mar-M35,49755,3,DT00268,25,9,2017,Peugeot Motors,Wiesmann Motors,Maruti
BR0037,DLR0067,Mer-M325,179396,4,DT00661,23,10,2018,Pontiac Motors,Subaru Motors,Mercedes-Benz
BR0009,DLR0068,Toy-M201,211190,5,DT01013,10,10,2019,Plymouth Motors,Saab Motors,Toyota
BR0024,DLR0065,Mer-M465,111614,2,DT01059,25,11,2019,PGO Motors,AC Cars Motors,Mercedes-Benz
BR0054,DLR0076,Toy-M301,140500,4,DT01032,29,10,2019,Deccan Motors,Fiat do Brasil Motors,Toyota
BR0019,DLR0026,Hyu-M47,31949,1,DT00174,23,6,2017,PGO Motors,Facel Vega Motors,Hyundai
BR0051,DLR0038,Tat-M93,100600,5,DT00820,31,3,2019,Subaru Motors,Elva Motors,Tata
BR0004,DLR0055,Jee-M157,127695,3,DT00505,20,5,2018,Peugeot Motors,AC Cars Motors,Jeep
BR0022,DLR0076,Nis-M28,107976,4,DT00348,14,12,2017,AC Cars Motors,Fiat do Brasil Motors,Nissan
BR0002,DLR0034,Hon-M342,83404,4,DT00579,2,8,2018,Saab Motors,Fiat do Brasil Motors,Honda
BR0001,DLR0072,Sub-M439,28729,1,DT00347,13,12,2017,Piaggio Motors,Elva Motors,Subaru
BR0018,DLR0017,Hon-M422,39166,1,DT01111,16,1,2020,Plymouth Motors,Ferrari Motors,Honda
BR0027,DLR0008,Nis-M268,46930,2,DT00573,27,7,2018,Elva Motors,Facel Vega Motors,Nissan
BR0057,DLR0040,Hon-M362,23373,1,DT01404,4,11,2020,Deccan Motors,Facel Vega Motors,Honda
BR0020,DLR0056,Kia-M291,174715,5,DT00142,22,5,2017,Deccan Motors,Saab Motors,Kia
BR0046,DLR0062,Che-M189,22699,1,DT00653,15,10,2018,Peugeot Motors,Fiat do Brasil Motors,Chevrolet
BR0060,DLR0039,For-M43,91416,4,DT01160,5,3,2020,Elva Motors,Ferrari Motors,Ford
BR0042,DLR0054,Mer-M245,92300,1,DT00341,7,12,2017,Deccan Motors,Wiesmann Motors,Mercedes-Benz
BR0024,DLR0037,Tat-M233,20173,1,DT00382,17,1,2018,PGO Motors,Ferrari Motors,Tata
BR0024,DLR0021,Toy-M41,37082,1,DT00817,28,3,2019,PGO Motors,Elva Motors,Toyota
BR0039,DLR0013,Sub-M59,26327,1,DT00819,30,3,2019,Deccan Motors,Deccan Motors,Subaru
BR0011,DLR0077,Ren-M494,89913,3,DT00779,18,2,2019,Saab Motors,Ferrari Motors,Renault
BR0001,DLR0040,Aud-M46,226960,5,DT00127,7,5,2017,Piaggio Motors,Facel Vega Motors,Audi
BR0053,DLR0012,Mah-M332,98055,5,DT00019,19,1,2017,Saab Motors,Saab Motors,Mahindra
BR0045,DLR0069,Tes-M240,95071,1,DT00445,21,3,2018,Elva Motors,Elva Motors,Tesla
BR0046,DLR0030,Tat-M153,46338,3,DT00520,4,6,2018,Peugeot Motors,Wiesmann Motors,Tata
BR0047,DLR0018,Kia-M431,19167,1,DT01005,2,10,2019,Deccan Motors,Ferrari Motors,Kia
BR0036,DLR0019,Lex-M478,74578,1,DT01348,9,9,2020,Peugeot Motors,AC Cars Motors,Lexus
BR0049,DLR0076,BMW-M424,181944,4,DT00412,16,2,2018,Piaggio Motors,Fiat do Brasil Motors,BMW
BR0039,DLR0002,For-M243,50312,1,DT01402,2,11,2020,Deccan Motors,Eicher Polaris Motors,Ford
BR0010,DLR0066,Mer-M285,51204,1,DT00959,17,8,2019,Peugeot Motors,Subaru Motors,Mercedes-Benz
BR0051,DLR0073,Lex-M398,144958,2,DT01290,13,7,2020,Subaru Motors,Wiesmann Motors,Lexus
BR0003,DLR0070,Sub-M39,102544,4,DT01401,1,11,2020,Plymouth Motors,Elva Motors,Subaru
BR0029,DLR0038,Jee-M117,93278,2,DT00667,29,10,2018,Piaggio Motors,Elva Motors,Jeep
BR0017,DLR0041,Tes-M400,152416,2,DT00387,22,1,2018,Deccan Motors,Deccan Motors,Tesla
BR0001,DLR0055,Sub-M419,85080,3,DT00268,25,9,2017,Piaggio Motors,AC Cars Motors,Subaru
BR0049,DLR0025,Jee-M357,260535,5,DT00986,13,9,2019,Piaggio Motors,Facel Vega Motors,Jeep
BR0038,DLR0028,Nis-M408,27787,1,DT01303,26,7,2020,Piaggio Motors,AC Cars Motors,Nissan
BR0018,DLR0036,Lex-M438,153522,3,DT00277,4,10,2017,Plymouth Motors,Fiat do Brasil Motors,Lexus
BR0053,DLR0030,Che-M429,43972,1,DT00611,3,9,2018,Saab Motors,Wiesmann Motors,Chevrolet
BR0032,DLR0067,BMW-M364,143992,2,DT01212,26,4,2020,Subaru Motors,Subaru Motors,BMW
BR0015,DLR0041,Cad-M156,237492,4,DT00195,14,7,2017,PGO Motors,Deccan Motors,Cadillac
BR0048,DLR0032,For-M23,161904,3,DT01087,23,12,2019,Saab Motors,AC Cars Motors,Ford
BR0033,DLR0024,Tes-M100,347372,4,DT01142,16,2,2020,Peugeot Motors,AC Cars Motors,Tesla
BR0037,DLR0007,Vol-M290,112948,4,DT00679,10,11,2018,Pontiac Motors,Subaru Motors,Volkswagen
BR0001,DLR0047,Toy-M421,37101,1,DT01220,4,5,2020,Piaggio Motors,Wiesmann Motors,Toyota
BR0010,DLR0060,Mar-M275,75885,5,DT01172,17,3,2020,Peugeot Motors,Ferrari Motors,Maruti
BR0043,DLR0011,Cad-M476,206409,3,DT00914,3,7,2019,Elva Motors,Facel Vega Motors,Cadillac
BR0008,DLR0034,Che-M369,159085,5,DT00817,28,3,2019,Piaggio Motors,Fiat do Brasil Motors,Chevrolet
BR0031,DLR0004,Aud-M486,53485,1,DT01228,12,5,2020,Pontiac Motors,Fiat do Brasil Motors,Audi
BR0003,DLR0075,Mer-M325,134547,3,DT01458,28,12,2020,Plymouth Motors,Deccan Motors,Mercedes-Benz
BR0027,DLR0046,Tes-M260,196670,2,DT00557,11,7,2018,Elva Motors,Saab Motors,Tesla
BR0042,DLR0051,Nis-M448,77193,3,DT00363,29,12,2017,Deccan Motors,AC Cars Motors,Nissan
BR0015,DLR0030,Mar-M315,106255,5,DT00262,19,9,2017,PGO Motors,Wiesmann Motors,Maruti
BR0037,DLR0042,Hon-M122,160915,5,DT00485,30,4,2018,Pontiac Motors,AC Cars Motors,Honda
BR0023,DLR0006,Jee-M357,156321,3,DT00124,4,5,2017,Elva Motors,Fiat do Brasil Motors,Jeep
BR0029,DLR0077,Toy-M201,42238,1,DT00786,25,2,2019,Piaggio Motors,Ferrari Motors,Toyota
BR0017,DLR0022,Kia-M431,76668,4,DT00059,28,2,2017,Deccan Motors,Ferrari Motors,Kia
BR0041,DLR0049,Che-M69,213330,5,DT00068,9,3,2017,Pontiac Motors,Eicher Polaris Motors,Chevrolet
BR0059,DLR0051,Mer-M365,345610,5,DT00674,5,11,2018,PGO Motors,AC Cars Motors,Mercedes-Benz
BR0032,DLR0051,Hon-M42,49474,2,DT00899,18,6,2019,Subaru Motors,AC Cars Motors,Honda
BR0046,DLR0021,Jee-M497,267350,5,DT00762,1,2,2019,Peugeot Motors,Elva Motors,Jeep
BR0051,DLR0001,Sub-M139,118796,4,DT00300,27,10,2017,Subaru Motors,Subaru Motors,Subaru
BR0013,DLR0011,Mer-M125,278400,3,DT01304,27,7,2020,Plymouth Motors,Facel Vega Motors,Mercedes-Benz
BR0017,DLR0024,Mar-M435,89300,5,DT00996,23,9,2019,Deccan Motors,AC Cars Motors,Maruti
BR0039,DLR0008,Mar-M275,75885,5,DT00762,1,2,2019,Deccan Motors,Facel Vega Motors,Maruti
BR0037,DLR0036,Mer-M5,68105,1,DT01308,31,7,2020,Pontiac Motors,Fiat do Brasil Motors,Mercedes-Benz
BR0034,DLR0011,Kia-M91,99010,5,DT00064,5,3,2017,Subaru Motors,Facel Vega Motors,Kia
BR0054,DLR0011,Aud-M246,303385,5,DT01164,9,3,2020,Deccan Motors,Facel Vega Motors,Audi
BR0056,DLR0020,Mer-M5,68105,1,DT00476,21,4,2018,Saab Motors,Ferrari Motors,Mercedes-Benz
BR0051,DLR0019,Mah-M12,25867,1,DT00558,12,7,2018,Subaru Motors,AC Cars Motors,Mahindra
BR0044,DLR0052,BMW-M304,166716,4,DT00666,28,10,2018,Pontiac Motors,Wiesmann Motors,BMW
BR0036,DLR0075,Vol-M70,69178,2,DT00864,14,5,2019,Peugeot Motors,Deccan Motors,Volkswagen
BR0011,DLR0064,Aud-M446,134403,3,DT01441,11,12,2020,Saab Motors,Elva Motors,Audi
BR0017,DLR0051,Sub-M499,68376,2,DT00761,31,1,2019,Deccan Motors,AC Cars Motors,Subaru
BR0028,DLR0051,Sub-M219,59602,2,DT00974,1,9,2019,Subaru Motors,AC Cars Motors,Subaru
BR0035,DLR0048,Kia-M391,179775,5,DT00772,11,2,2019,Piaggio Motors,Facel Vega Motors,Kia
BR0045,DLR0072,Che-M329,127292,4,DT00511,26,5,2018,Elva Motors,Elva Motors,Chevrolet
BR0059,DLR0069,For-M63,66591,3,DT00147,27,5,2017,PGO Motors,Elva Motors,Ford
BR0031,DLR0080,Kia-M431,95835,5,DT01037,3,11,2019,Pontiac Motors,Subaru Motors,Kia
BR0022,DLR0043,Tes-M480,460375,5,DT01138,12,2,2020,AC Cars Motors,Elva Motors,Tesla
BR0016,DLR0076,Lex-M298,346875,5,DT00906,25,6,2019,Peugeot Motors,Fiat do Brasil Motors,Lexus
BR0056,DLR0030,Che-M169,82800,3,DT00194,13,7,2017,Saab Motors,Wiesmann Motors,Chevrolet
BR0019,DLR0008,Hon-M222,77958,3,DT00057,26,2,2017,PGO Motors,Facel Vega Motors,Honda
BR0001,DLR0036,Tat-M113,58200,3,DT00794,5,3,2019,Piaggio Motors,Fiat do Brasil Motors,Tata
BR0015,DLR0037,Jee-M37,47965,1,DT00025,25,1,2017,PGO Motors,Ferrari Motors,Jeep
BR0060,DLR0073,Mah-M232,108275,5,DT00141,21,5,2017,Elva Motors,Wiesmann Motors,Mahindra
BR0035,DLR0066,Jee-M257,175916,4,DT01151,25,2,2020,Piaggio Motors,Subaru Motors,Jeep
BR0034,DLR0046,BMW-M104,51835,1,DT00703,4,12,2018,Subaru Motors,Saab Motors,BMW
BR0035,DLR0072,Tes-M260,295005,3,DT01408,8,11,2020,Piaggio Motors,Elva Motors,Tesla
BR0045,DLR0034,Nis-M188,157340,5,DT00910,29,6,2019,Elva Motors,Fiat do Brasil Motors,Nissan
BR0059,DLR0016,Toy-M61,117945,3,DT00045,14,2,2017,PGO Motors,Fiat do Brasil Motors,Toyota
BR0055,DLR0034,BMW-M424,45486,1,DT01090,26,12,2019,Plymouth Motors,Fiat do Brasil Motors,BMW
BR0002,DLR0066,BMW-M144,249596,4,DT01404,4,11,2020,Saab Motors,Subaru Motors,BMW
BR0034,DLR0039,BMW-M184,295312,4,DT01037,3,11,2019,Subaru Motors,Ferrari Motors,BMW
BR0054,DLR0053,Mar-M215,52680,3,DT00904,23,6,2019,Deccan Motors,Saab Motors,Maruti
BR0030,DLR0053,Toy-M401,40150,1,DT00321,17,11,2017,Saab Motors,Saab Motors,Toyota
BR0053,DLR0019,Toy-M21,122391,3,DT00781,20,2,2019,Saab Motors,AC Cars Motors,Toyota
BR0055,DLR0023,Toy-M281,39222,1,DT01337,29,8,2020,Plymouth Motors,Facel Vega Motors,Toyota
BR0010,DLR0072,Aud-M446,89602,2,DT00544,28,6,2018,Peugeot Motors,Elva Motors,Audi
BR0014,DLR0050,Tes-M160,101354,2,DT00660,22,10,2018,Subaru Motors,Wiesmann Motors,Tesla
BR0053,DLR0024,Aud-M366,291400,4,DT00412,16,2,2018,Saab Motors,AC Cars Motors,Audi
BR0013,DLR0059,Hon-M22,94992,4,DT00847,27,4,2019,Plymouth Motors,Elva Motors,Honda
BR0055,DLR0031,Aud-M466,321392,4,DT00776,15,2,2019,Plymouth Motors,Wiesmann Motors,Audi
BR0011,DLR0076,Lex-M338,138336,2,DT01314,6,8,2020,Saab Motors,Fiat do Brasil Motors,Lexus
BR0029,DLR0026,Toy-M241,61932,2,DT00991,18,9,2019,Piaggio Motors,Facel Vega Motors,Toyota
BR0023,DLR0050,Ren-M214,24096,1,DT01120,25,1,2020,Elva Motors,Wiesmann Motors,Renault
BR0057,DLR0064,Mer-M325,179396,4,DT00390,25,1,2018,Deccan Motors,Elva Motors,Mercedes-Benz
BR0057,DLR0065,Cad-M156,178119,3,DT01181,26,3,2020,Deccan Motors,AC Cars Motors,Cadillac
BR0044,DLR0068,Kia-M411,37396,2,DT00137,17,5,2017,Pontiac Motors,Saab Motors,Kia
BR0013,DLR0049,Lex-M338,207504,3,DT00612,4,9,2018,Plymouth Motors,Eicher Polaris Motors,Lexus
BR0051,DLR0037,Mah-M112,100992,4,DT00198,17,7,2017,Subaru Motors,Ferrari Motors,Mahindra
BR0029,DLR0033,Aud-M186,82840,2,DT00401,5,2,2018,Piaggio Motors,Saab Motors,Audi
BR0047,DLR0023,Sub-M439,57458,2,DT00632,24,9,2018,Deccan Motors,Facel Vega Motors,Subaru
BR0033,DLR0024,Tat-M13,126300,5,DT00235,23,8,2017,Peugeot Motors,AC Cars Motors,Tata
BR0047,DLR0025,Tat-M273,104392,4,DT00523,7,6,2018,Deccan Motors,Facel Vega Motors,Tata
BR0019,DLR0012,Tes-M340,196413,3,DT00533,17,6,2018,PGO Motors,Saab Motors,Tesla
BR0037,DLR0048,Lex-M298,69375,1,DT01317,9,8,2020,Pontiac Motors,Facel Vega Motors,Lexus
BR0035,DLR0047,Nis-M28,26994,1,DT00871,21,5,2019,Piaggio Motors,Wiesmann Motors,Nissan
BR0060,DLR0071,Cad-M236,70547,1,DT00227,15,8,2017,Elva Motors,Subaru Motors,Cadillac
BR0013,DLR0031,Vol-M210,122045,5,DT01037,3,11,2019,Plymouth Motors,Wiesmann Motors,Volkswagen
BR0009,DLR0038,Cad-M16,85294,1,DT00898,17,6,2019,Plymouth Motors,Elva Motors,Cadillac
BR0036,DLR0045,Vol-M470,30494,1,DT00952,10,8,2019,Peugeot Motors,Facel Vega Motors,Volkswagen
BR0018,DLR0003,Tat-M393,68416,4,DT00162,11,6,2017,Plymouth Motors,Deccan Motors,Tata
BR0044,DLR0021,Aud-M326,312632,4,DT01052,18,11,2019,Pontiac Motors,Elva Motors,Audi
BR0036,DLR0021,Nis-M488,39652,1,DT00540,24,6,2018,Peugeot Motors,Elva Motors,Nissan
BR0013,DLR0057,Mar-M235,62679,3,DT01276,29,6,2020,Plymouth Motors,Fiat do Brasil Motors,Maruti
BR0053,DLR0044,Lex-M118,82308,2,DT00049,18,2,2017,Saab Motors,Elva Motors,Lexus
BR0037,DLR0024,Ren-M74,94055,5,DT00053,22,2,2017,Pontiac Motors,AC Cars Motors,Renault
BR0035,DLR0025,Lex-M398,144958,2,DT00868,18,5,2019,Piaggio Motors,Facel Vega Motors,Lexus
BR0012,DLR0054,Kia-M111,25158,1,DT00387,22,1,2018,Plymouth Motors,Wiesmann Motors,Kia
BR0043,DLR0025,BMW-M24,362810,5,DT00884,3,6,2019,Elva Motors,Facel Vega Motors,BMW
BR0026,DLR0065,Lex-M378,314052,4,DT00740,10,1,2019,AC Cars Motors,AC Cars Motors,Lexus
BR0040,DLR0058,Cad-M156,59373,1,DT00119,29,4,2017,Saab Motors,Elva Motors,Cadillac
BR0034,DLR0037,Hon-M222,25986,1,DT00175,24,6,2017,Subaru Motors,Ferrari Motors,Honda
BR0025,DLR0033,Kia-M391,179775,5,DT01158,3,3,2020,Pontiac Motors,Saab Motors,Kia
BR0057,DLR0012,Hon-M442,101336,4,DT00055,24,2,2017,Deccan Motors,Saab Motors,Honda
BR0036,DLR0077,For-M43,114270,5,DT00720,21,12,2018,Peugeot Motors,Ferrari Motors,Ford
BR0009,DLR0032,Kia-M111,75474,3,DT01252,5,6,2020,Plymouth Motors,AC Cars Motors,Kia
BR0023,DLR0072,BMW-M264,79734,1,DT00331,27,11,2017,Elva Motors,Elva Motors,BMW
BR0004,DLR0067,Ren-M214,72288,3,DT01069,5,12,2019,Peugeot Motors,Subaru Motors,Renault
BR0034,DLR0028,Jee-M157,85130,2,DT00489,4,5,2018,Subaru Motors,AC Cars Motors,Jeep
BR0023,DLR0044,Sub-M79,129352,4,DT01229,13,5,2020,Elva Motors,Elva Motors,Subaru
BR0040,DLR0009,BMW-M4,116094,2,DT01242,26,5,2020,Saab Motors,Elva Motors,BMW
BR0050,DLR0075,Tat-M133,104688,4,DT00631,23,9,2018,Plymouth Motors,Deccan Motors,Tata
BR0022,DLR0017,Nis-M288,129628,4,DT01167,12,3,2020,AC Cars Motors,Ferrari Motors,Nissan
BR0057,DLR0026,Mah-M492,37418,2,DT01114,19,1,2020,Deccan Motors,Facel Vega Motors,Mahindra
BR0045,DLR0011,Ren-M394,54429,3,DT01049,15,11,2019,Elva Motors,Facel Vega Motors,Renault
BR0047,DLR0028,Toy-M181,93776,4,DT00461,6,4,2018,Deccan Motors,AC Cars Motors,Toyota
BR0047,DLR0052,Toy-M321,25881,1,DT00491,6,5,2018,Deccan Motors,Wiesmann Motors,Toyota
BR0057,DLR0047,Cad-M216,230132,4,DT01126,31,1,2020,Deccan Motors,Wiesmann Motors,Cadillac
BR0026,DLR0005,Che-M489,53496,2,DT00159,8,6,2017,AC Cars Motors,Deccan Motors,Chevrolet
BR0050,DLR0038,Sub-M459,43065,1,DT00361,27,12,2017,Plymouth Motors,Elva Motors,Subaru
BR0058,DLR0021,BMW-M224,253235,5,DT00015,15,1,2017,PGO Motors,Elva Motors,BMW
BR0014,DLR0074,Vol-M390,86926,2,DT00453,29,3,2018,Subaru Motors,Eicher Polaris Motors,Volkswagen
BR0030,DLR0006,Jee-M397,106071,3,DT00302,29,10,2017,Saab Motors,Fiat do Brasil Motors,Jeep
BR0045,DLR0033,Nis-M8,121976,4,DT01117,22,1,2020,Elva Motors,Saab Motors,Nissan
BR0011,DLR0028,Tat-M333,46558,2,DT00331,27,11,2017,Saab Motors,AC Cars Motors,Tata
BR0060,DLR0048,Nis-M68,85017,3,DT00272,29,9,2017,Elva Motors,Facel Vega Motors,Nissan
BR0026,DLR0062,Tes-M320,199938,3,DT00696,27,11,2018,AC Cars Motors,Fiat do Brasil Motors,Tesla
BR0037,DLR0018,Mah-M332,58833,3,DT01017,14,10,2019,Pontiac Motors,Ferrari Motors,Mahindra
BR0026,DLR0006,Kia-M471,44624,2,DT01043,9,11,2019,AC Cars Motors,Fiat do Brasil Motors,Kia
BR0029,DLR0059,Nis-M108,100767,3,DT01284,7,7,2020,Piaggio Motors,Elva Motors,Nissan
BR0043,DLR0043,Ren-M354,21536,1,DT00125,5,5,2017,Elva Motors,Elva Motors,Renault
BR0034,DLR0008,Cad-M336,167292,2,DT00245,2,9,2017,Subaru Motors,Facel Vega Motors,Cadillac
BR0047,DLR0065,Hon-M362,93492,4,DT01165,10,3,2020,Deccan Motors,AC Cars Motors,Honda
BR0059,DLR0044,Sub-M39,25636,1,DT01451,21,12,2020,PGO Motors,Elva Motors,Subaru
BR0036,DLR0028,Toy-M421,74202,2,DT00137,17,5,2017,Peugeot Motors,AC Cars Motors,Toyota
BR0024,DLR0042,Kia-M171,135035,5,DT01279,2,7,2020,PGO Motors,AC Cars Motors,Kia
BR0022,DLR0027,Hon-M322,102207,3,DT00872,22,5,2019,AC Cars Motors,Wiesmann Motors,Honda
BR0044,DLR0013,Che-M349,172518,3,DT00889,8,6,2019,Pontiac Motors,Deccan Motors,Chevrolet
BR0009,DLR0054,Vol-M10,97224,4,DT01197,11,4,2020,Plymouth Motors,Wiesmann Motors,Volkswagen
BR0051,DLR0001,Mar-M155,33786,2,DT01271,24,6,2020,Subaru Motors,Subaru Motors,Maruti
BR0003,DLR0020,Tat-M93,20120,1,DT00601,24,8,2018,Plymouth Motors,Ferrari Motors,Tata
BR0035,DLR0078,Ren-M94,67848,3,DT00629,21,9,2018,Piaggio Motors,Saab Motors,Renault
BR0052,DLR0053,Ren-M274,139335,5,DT01041,7,11,2019,AC Cars Motors,Saab Motors,Renault
BR0001,DLR0001,Hon-M82,86936,4,DT01115,20,1,2020,Piaggio Motors,Subaru Motors,Honda
BR0020,DLR0010,Ren-M154,85225,5,DT01082,18,12,2019,Deccan Motors,Ferrari Motors,Renault
BR0041,DLR0005,For-M203,29455,1,DT00315,11,11,2017,Pontiac Motors,Deccan Motors,Ford
BR0056,DLR0041,Toy-M401,80300,2,DT01217,1,5,2020,Saab Motors,Deccan Motors,Toyota
BR0011,DLR0056,Nis-M68,141695,5,DT00733,3,1,2019,Saab Motors,Saab Motors,Nissan
BR0012,DLR0026,Che-M149,79665,3,DT00947,5,8,2019,Plymouth Motors,Facel Vega Motors,Chevrolet
BR0007,DLR0047,Che-M109,171728,4,DT00403,7,2,2018,Subaru Motors,Wiesmann Motors,Chevrolet
BR0021,DLR0078,Ren-M154,85225,5,DT00327,23,11,2017,Peugeot Motors,Saab Motors,Renault
BR0020,DLR0015,Sub-M279,64616,2,DT00132,12,5,2017,Deccan Motors,Facel Vega Motors,Subaru
BR0029,DLR0008,Cad-M116,300755,5,DT00754,24,1,2019,Piaggio Motors,Facel Vega Motors,Cadillac
BR0048,DLR0046,Nis-M368,102915,3,DT00553,7,7,2018,Saab Motors,Saab Motors,Nissan
BR0027,DLR0068,Ren-M494,29971,1,DT00924,13,7,2019,Elva Motors,Saab Motors,Renault
BR0001,DLR0067,For-M483,236445,5,DT00271,28,9,2017,Piaggio Motors,Subaru Motors,Ford
BR0040,DLR0063,Tes-M280,137847,3,DT01391,22,10,2020,Saab Motors,Wiesmann Motors,Tesla
BR0029,DLR0024,BMW-M164,178754,2,DT00189,8,7,2017,Piaggio Motors,AC Cars Motors,BMW
BR0003,DLR0034,Vol-M490,176932,4,DT00536,20,6,2018,Plymouth Motors,Fiat do Brasil Motors,Volkswagen
BR0056,DLR0023,Kia-M471,111560,5,DT00433,9,3,2018,Saab Motors,Facel Vega Motors,Kia
BR0041,DLR0057,Che-M69,213330,5,DT00877,27,5,2019,Pontiac Motors,Fiat do Brasil Motors,Chevrolet
BR0057,DLR0010,Ren-M54,137235,5,DT00700,1,12,2018,Deccan Motors,Ferrari Motors,Renault
BR0020,DLR0003,Kia-M391,179775,5,DT00680,11,11,2018,Deccan Motors,Deccan Motors,Kia
BR0028,DLR0076,Sub-M179,138864,4,DT00384,19,1,2018,Subaru Motors,Fiat do Brasil Motors,Subaru
BR0047,DLR0041,Sub-M499,136752,4,DT01062,28,11,2019,Deccan Motors,Deccan Motors,Subaru
